MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR_0,ZCR_1,ZCR_2,ZCR_3,ZCR_4,ZCR_5,ZCR_6,ZCR_7,ZCR_8,ZCR_9,Etiqueta
0.16233586602667918,0.86635502706919,0.7510612585953645,0.7921006235439385,1.1106452411102714,0.7141802875647517,-0.015243338885310225,0.44666293555542314,0.7550387247764222,0.35868656837274715,-0.15280154323320022,-0.6457712377528337,-1.1757405528529221,-0.35146890704238554,0.3630702428056929,2.3844037809087943,2.7131637105033977,0.7214066767182994,0.1143776702110106,0.664412008990106,1.0945150607048744,-0.7274821706922728,-0.5933688942601607,berenjena
0.5122391978821869,-0.26409227651653583,-0.8954671236030028,-1.2623488810915744,-1.391230730311672,-1.4182683341534559,-1.1615075952518426,-0.6509116557358539,-0.14623852373841748,-0.4785494224777042,-1.0810000028198175,-0.9080319819058387,-1.0743563905872946,-0.854682950179619,0.17689164697919257,0.8739350448359312,0.8824564839706784,1.4797914442692246,1.4470763766919064,0.11109704275203441,0.4794242818209252,0.9391152358170352,0.7635182323601705,berenjena
-0.6054123190916119,-0.5511121802921094,-0.2543303361864738,-0.20193618513251593,-0.33802003597718644,-0.3861430166016596,-0.27774247040043837,0.04205595677389282,0.46776235526511223,0.48140081223285003,0.37690454370895804,0.14070026756078138,-0.5963319320435946,-0.5880993201842991,-0.07237225817694824,-0.1252076988698535,0.4615379720434702,0.21262790490947958,1.6394981150608054,1.5887411496096657,0.580476439020098,0.7962165548999859,1.366579177524762,berenjena
1.0221327341393471,0.3298656734959304,-0.23445854940948174,-0.36106543607648484,-0.49722332818263476,-0.5844625870829734,-0.3094714348623853,0.14141118038087233,0.6617462155384282,0.5869179238043164,-0.053229459191836574,-0.15613559096104285,0.12488786649847494,-0.5880993201842991,0.3707635732117466,0.6770451512233202,0.5682091017784476,1.0936414020758636,1.6377164322981306,0.19354463705903183,0.49997726294618056,0.9781631311839034,1.6833899105419714,berenjena
0.6593619799563223,-0.32867805540643885,-0.9604356414901329,-0.9601886453024345,-0.8255253614216236,-0.7293664071534448,-0.3197683781830842,0.06486354297989841,0.46376661297124694,0.07252092234854578,-0.34236512595167146,-0.001615276973563355,-0.045376959318841385,-0.44582154013061703,0.17381431481677126,0.22155360629862425,0.7051517683301077,1.3615112511649519,1.1691338657146073,0.33462163176211634,0.3526808982151827,0.8236331622852335,1.9492664421094688,berenjena
-0.6834649756618604,-0.2814592752163033,-0.22379680414896486,-0.10139012003745729,-0.1822784895733305,-0.0699931804846912,0.21167266233346904,0.2042940219383551,0.18392641055547077,0.6382239969515324,0.5540119732586817,0.3032814013509055,-0.08486113342516408,0.13527086682547426,0.4446195451098626,1.7085131013431163,2.1812495635816864,1.7928860730746525,0.5250555470075969,0.45004826379191265,0.5239557409256455,1.5040635092100212,0.8857603158394795,berenjena
0.5646963601257007,-0.06060424723062929,-0.7835217166316808,-1.0579281940473928,-1.118986682821576,-1.2062941683319128,-0.9246894637826273,-0.4405505449422924,-0.11536110167665578,-0.10641262696319889,0.11689862187221287,-0.28986682711472145,-0.8611303640209393,-0.9175847055717734,-0.20162020899865107,-0.1516555950267715,0.43703244223948906,1.0292830617103037,0.2854192154278102,0.05704806426189162,0.3124313101782241,0.6774112562305785,0.6107156280110341,berenjena
-0.14872211488700693,0.07017298985085664,0.4314138425090739,0.8069283694098406,0.8514774993829869,0.6792006119939636,0.6500603741559239,0.24830937379025264,0.11253251553303896,0.5080126909833472,0.5643000676664652,0.4463696190455162,0.4240280686309848,-0.0699086686203623,-0.537049414702594,-0.43376648736722817,0.14152458283853828,0.7379311154608084,0.29967267752921006,-0.5658893149465333,-1.2102020415177894,-0.7274821706922728,-0.5933688942601607,camote
1.5268386984305455,0.753311063510666,0.4949853077799533,0.7940187400096496,0.8746429980716895,0.7928742608201853,0.6431723477555631,0.10712957874919021,0.18874524479569896,0.7164461147003057,0.8183762649179176,0.7055783544542976,0.869424293420311,0.06787612890530904,-0.24931885751618413,-1.1919395105322064,0.16026410562981824,0.5170254606925343,0.19722591867539793,0.09521824681142738,-1.2102020415177894,-0.7274821706922728,-0.5933688942601607,camote
0.8325268006999542,0.507553948348064,0.7346286460665239,0.6991560002023952,0.520285261787737,0.6252499213597289,0.7181590432043246,1.0171011777278278,1.1233537081247258,0.8035456855587977,0.05520109453193773,-0.9094077721850248,-1.2665084769409312,-0.300548438391594,-0.4185721264493663,0.12163933192804643,-0.27939392908866956,0.05695029780900298,0.7887445958834958,0.38225801958393696,0.9500019121679214,-0.7274821706922728,-0.5933688942601607,camote
