Nombre,Hu2,Hu3,Mean_B,Mean_G,Mean_R
Imagen,1.087458612403758,2.9402466692473976,45.02882371837563,113.34058966865416,214.14402770486794
Imagen,1.1359430821740542,2.802201760786984,18.01824545783259,88.15728165909154,199.6651879269521
Imagen,1.1575691647404605,3.4045035716000402,23.766024829820434,94.28230550670925,205.31664843641678
Imagen,1.159698193099328,3.4002845217972775,14.414352005215441,90.22072431390528,215.74024732713028
Imagen,0.9238548796444418,2.20019700046999,23.84289667016506,81.81156590232061,209.30304678306777
Imagen,0.8966299551079155,2.129005439307648,20.57908684116904,80.20038038721039,211.24099710275567
Imagen,0.8482141718838929,2.096915112697211,11.383947215568432,78.53316788195028,205.25395787230164
Imagen,0.9411057458623482,2.29077765916045,10.20793657627933,76.86154217446283,203.72063242432347
Imagen,0.9603466500254557,2.5397550734474046,13.918066714239924,85.31076769256947,211.71878400641577
Imagen,0.9631677056484749,2.52839388430476,23.70891212259512,88.99487526435216,195.56347504965643
Imagen,0.7391291987679396,2.5765630929800816,31.1798296813702,81.14779446942876,203.72317568566731
Imagen,1.1428094043957968,3.5732832018390743,30.68028376209053,91.38342672569841,192.90867092039016
Imagen,0.862556844168512,2.693841656954193,11.306637943305734,85.86032219630594,217.56653130670745
Imagen,1.1571693506284488,3.4447440099342104,12.958991401566283,80.15650393856774,204.18306371425413
Imagen,1.2076736812259647,3.1407577010793877,18.515145227082844,87.45995675132558,213.56952142502197
Imagen,1.2055263591890026,3.1607237967411415,18.082131457254167,85.51704338484525,214.34992652915065
Imagen,1.1459739399173163,2.7477264620320043,37.557181440193226,97.38720903902889,190.59958388438025
Imagen,1.1055372912538748,2.7365422936798676,32.400649332030554,84.67509136745709,166.26671136706008
Imagen,1.08880193158452,2.8262126420471585,12.449187414616,88.26674809165901,214.77122264848686
Imagen,1.09150221434778,2.8321371283833283,13.383167498275341,89.90502505776243,214.91184157216017
Imagen,1.136194335996239,2.8009622089325457,14.14392460176924,86.17641466375518,202.77423142552502
Imagen,1.087458612403758,2.9402466692473976,45.02882371837563,113.34058966865416,214.14402770486794
Imagen,1.1359430821740542,2.802201760786984,18.01824545783259,88.15728165909154,199.6651879269521
Imagen,1.1575691647404605,3.4045035716000402,23.766024829820434,94.28230550670925,205.31664843641678
Imagen,1.159698193099328,3.4002845217972775,14.414352005215441,90.22072431390528,215.74024732713028
Imagen,0.9238548796444418,2.20019700046999,23.84289667016506,81.81156590232061,209.30304678306777
Imagen,0.8966299551079155,2.129005439307648,20.57908684116904,80.20038038721039,211.24099710275567
Imagen,0.8482141718838929,2.096915112697211,11.383947215568432,78.53316788195028,205.25395787230164
Imagen,0.9411057458623482,2.29077765916045,10.20793657627933,76.86154217446283,203.72063242432347
Imagen,0.9603466500254557,2.5397550734474046,13.918066714239924,85.31076769256947,211.71878400641577
Imagen,0.9631677056484749,2.52839388430476,23.70891212259512,88.99487526435216,195.56347504965643
Imagen,0.7391291987679396,2.5765630929800816,31.1798296813702,81.14779446942876,203.72317568566731
Imagen,1.1428094043957968,3.5732832018390743,30.68028376209053,91.38342672569841,192.90867092039016
Imagen,0.862556844168512,2.693841656954193,11.306637943305734,85.86032219630594,217.56653130670745
Imagen,1.1571693506284488,3.4447440099342104,12.958991401566283,80.15650393856774,204.18306371425413
Imagen,1.2076736812259647,3.1407577010793877,18.515145227082844,87.45995675132558,213.56952142502197
Imagen,1.2055263591890026,3.1607237967411415,18.082131457254167,85.51704338484525,214.34992652915065
Imagen,1.1459739399173163,2.7477264620320043,37.557181440193226,97.38720903902889,190.59958388438025
Imagen,1.1055372912538748,2.7365422936798676,32.400649332030554,84.67509136745709,166.26671136706008
Imagen,1.08880193158452,2.8262126420471585,12.449187414616,88.26674809165901,214.77122264848686
Imagen,1.09150221434778,2.8321371283833283,13.383167498275341,89.90502505776243,214.91184157216017
Imagen,1.136194335996239,2.8009622089325457,14.14392460176924,86.17641466375518,202.77423142552502
Imagen,1.087458612403758,2.9402466692473976,45.02882371837563,113.34058966865416,214.14402770486794
Imagen,1.1359430821740542,2.802201760786984,18.01824545783259,88.15728165909154,199.6651879269521
Imagen,1.1575691647404605,3.4045035716000402,23.766024829820434,94.28230550670925,205.31664843641678
Imagen,1.159698193099328,3.4002845217972775,14.414352005215441,90.22072431390528,215.74024732713028
Imagen,0.9238548796444418,2.20019700046999,23.84289667016506,81.81156590232061,209.30304678306777
Imagen,0.8966299551079155,2.129005439307648,20.57908684116904,80.20038038721039,211.24099710275567
Imagen,0.8482141718838929,2.096915112697211,11.383947215568432,78.53316788195028,205.25395787230164
Imagen,0.9411057458623482,2.29077765916045,10.20793657627933,76.86154217446283,203.72063242432347
Imagen,0.9603466500254557,2.5397550734474046,13.918066714239924,85.31076769256947,211.71878400641577
Imagen,0.9631677056484749,2.52839388430476,23.70891212259512,88.99487526435216,195.56347504965643
Imagen,0.7391291987679396,2.5765630929800816,31.1798296813702,81.14779446942876,203.72317568566731
Imagen,1.1428094043957968,3.5732832018390743,30.68028376209053,91.38342672569841,192.90867092039016
Imagen,0.862556844168512,2.693841656954193,11.306637943305734,85.86032219630594,217.56653130670745
Imagen,1.1571693506284488,3.4447440099342104,12.958991401566283,80.15650393856774,204.18306371425413
Imagen,1.2076736812259647,3.1407577010793877,18.515145227082844,87.45995675132558,213.56952142502197
Imagen,1.2055263591890026,3.1607237967411415,18.082131457254167,85.51704338484525,214.34992652915065
Imagen,1.1459739399173163,2.7477264620320043,37.557181440193226,97.38720903902889,190.59958388438025
Imagen,1.1055372912538748,2.7365422936798676,32.400649332030554,84.67509136745709,166.26671136706008
Imagen,1.08880193158452,2.8262126420471585,12.449187414616,88.26674809165901,214.77122264848686
Imagen,1.09150221434778,2.8321371283833283,13.383167498275341,89.90502505776243,214.91184157216017
Imagen,1.136194335996239,2.8009622089325457,14.14392460176924,86.17641466375518,202.77423142552502
Imagen,1.818009683512809,3.301718243665677,74.12360861595164,126.40859894448027,162.98933608605188
Imagen,1.809416177907649,3.2920506946515227,74.92121447743361,129.83097472596592,167.50065433672674
Imagen,1.644877963873638,3.9170395119316965,94.10702906246983,147.2863763638119,185.1830645939944
Imagen,1.6115554395030418,4.412752944028549,90.1825283784367,142.00194225042083,179.35033881479563
Imagen,1.797523680748762,4.098641667826899,71.5874371458217,119.95522388059702,155.59705483278793
Imagen,1.8798330799448426,4.525698929688243,94.81007606040465,151.9314705273574,177.71505950597856
Imagen,1.8643159137675966,4.362324282177561,79.08784065112297,139.97852268613462,169.69639721917846
Imagen,1.7582857558458533,3.7374176667039323,79.28761190887889,135.99105556306287,174.44690745863082
Imagen,1.8070049576546283,4.086464478677472,83.5277751033363,139.92228319948782,173.29760032652874
Imagen,1.78138336380646,3.928259913204104,77.38744241754927,137.59725279942674,176.11929831001044
Imagen,1.9079608153676537,4.388151420689159,65.32426885619078,139.0811779907012,183.579042274089
Imagen,1.087458612403758,2.9402466692473976,45.02882371837563,113.34058966865416,214.14402770486794
Imagen,1.1359430821740542,2.802201760786984,18.01824545783259,88.15728165909154,199.6651879269521
Imagen,1.1575691647404605,3.4045035716000402,23.766024829820434,94.28230550670925,205.31664843641678
Imagen,1.159698193099328,3.4002845217972775,14.414352005215441,90.22072431390528,215.74024732713028
Imagen,0.9238548796444418,2.20019700046999,23.84289667016506,81.81156590232061,209.30304678306777
Imagen,0.8966299551079155,2.129005439307648,20.57908684116904,80.20038038721039,211.24099710275567
Imagen,0.8482141718838929,2.096915112697211,11.383947215568432,78.53316788195028,205.25395787230164
Imagen,0.9411057458623482,2.29077765916045,10.20793657627933,76.86154217446283,203.72063242432347
Imagen,0.9603466500254557,2.5397550734474046,13.918066714239924,85.31076769256947,211.71878400641577
Imagen,0.9631677056484749,2.52839388430476,23.70891212259512,88.99487526435216,195.56347504965643
Imagen,0.7391291987679396,2.5765630929800816,31.1798296813702,81.14779446942876,203.72317568566731
Imagen,1.1428094043957968,3.5732832018390743,30.68028376209053,91.38342672569841,192.90867092039016
Imagen,0.862556844168512,2.693841656954193,11.306637943305734,85.86032219630594,217.56653130670745
Imagen,1.1571693506284488,3.4447440099342104,12.958991401566283,80.15650393856774,204.18306371425413
Imagen,1.2076736812259647,3.1407577010793877,18.515145227082844,87.45995675132558,213.56952142502197
Imagen,1.2055263591890026,3.1607237967411415,18.082131457254167,85.51704338484525,214.34992652915065
Imagen,1.1459739399173163,2.7477264620320043,37.557181440193226,97.38720903902889,190.59958388438025
Imagen,1.1055372912538748,2.7365422936798676,32.400649332030554,84.67509136745709,166.26671136706008
Imagen,1.08880193158452,2.8262126420471585,12.449187414616,88.26674809165901,214.77122264848686
Imagen,1.09150221434778,2.8321371283833283,13.383167498275341,89.90502505776243,214.91184157216017
Imagen,1.136194335996239,2.8009622089325457,14.14392460176924,86.17641466375518,202.77423142552502
Imagen,1.087458612403758,2.9402466692473976,45.02882371837563,113.34058966865416,214.14402770486794
Imagen,1.1359430821740542,2.802201760786984,18.01824545783259,88.15728165909154,199.6651879269521
Imagen,1.1575691647404605,3.4045035716000402,23.766024829820434,94.28230550670925,205.31664843641678
Imagen,1.159698193099328,3.4002845217972775,14.414352005215441,90.22072431390528,215.74024732713028
Imagen,0.9238548796444418,2.20019700046999,23.84289667016506,81.81156590232061,209.30304678306777
Imagen,0.8966299551079155,2.129005439307648,20.57908684116904,80.20038038721039,211.24099710275567
Imagen,0.8482141718838929,2.096915112697211,11.383947215568432,78.53316788195028,205.25395787230164
Imagen,0.9411057458623482,2.29077765916045,10.20793657627933,76.86154217446283,203.72063242432347
Imagen,0.9603466500254557,2.5397550734474046,13.918066714239924,85.31076769256947,211.71878400641577
Imagen,0.9631677056484749,2.52839388430476,23.70891212259512,88.99487526435216,195.56347504965643
Imagen,0.7391291987679396,2.5765630929800816,31.1798296813702,81.14779446942876,203.72317568566731
Imagen,1.1428094043957968,3.5732832018390743,30.68028376209053,91.38342672569841,192.90867092039016
Imagen,0.862556844168512,2.693841656954193,11.306637943305734,85.86032219630594,217.56653130670745
Imagen,1.1571693506284488,3.4447440099342104,12.958991401566283,80.15650393856774,204.18306371425413
Imagen,1.2076736812259647,3.1407577010793877,18.515145227082844,87.45995675132558,213.56952142502197
Imagen,1.2055263591890026,3.1607237967411415,18.082131457254167,85.51704338484525,214.34992652915065
Imagen,1.1459739399173163,2.7477264620320043,37.557181440193226,97.38720903902889,190.59958388438025
Imagen,1.1055372912538748,2.7365422936798676,32.400649332030554,84.67509136745709,166.26671136706008
Imagen,1.08880193158452,2.8262126420471585,12.449187414616,88.26674809165901,214.77122264848686
Imagen,1.09150221434778,2.8321371283833283,13.383167498275341,89.90502505776243,214.91184157216017
Imagen,1.136194335996239,2.8009622089325457,14.14392460176924,86.17641466375518,202.77423142552502
Imagen,1.7438596109960067,3.144760637191356,62.64007613473523,54.450196829883716,54.049395467250136
Imagen,1.616675194370403,2.9877938021883104,37.83039621683552,34.829346467485415,37.37223336716
Imagen,1.6311591720084668,2.974175610235079,39.5623156652903,36.215903433927714,38.50675519217546
Imagen,1.6312408670011003,3.006598046641045,36.90439218378289,34.16418908522801,36.39988992910487
Imagen,1.6145582068927122,3.0047607032053745,32.483968165203606,29.730890779003193,32.843709482115194
Imagen,1.602194588481762,3.0539074230178884,36.582431569711105,34.36930195776908,34.67376457968769
Imagen,1.6857008525501942,3.111122702673776,31.24392090645332,28.457167713072593,31.382650656767687
Imagen,1.6883224232994731,3.0933152867495326,32.99202308522131,30.716618979588457,33.86506145998895
Imagen,1.6346254674030751,3.119193247018202,34.6175204178474,31.979481901299255,35.11884791209966
Imagen,1.7224098785456405,3.1731694845296015,35.69259746896662,33.185812266577436,34.17026306410672
Imagen,1.777456959771827,3.1816453500965243,62.57559241039591,55.66034806368684,56.01168742991817
Imagen,1.7701938704948454,3.1690555827904325,56.34624110534599,49.09926779393115,49.0214629911343
Imagen,1.7624367232057752,3.1578961672181514,57.054964036817964,48.841190449276226,48.948611324560254
Imagen,1.7764706829978596,3.217881613725169,55.85962882180358,47.99486758801729,45.04326165843113
Imagen,1.768876223522006,3.217759897092979,59.806907274419395,52.0014034883107,49.39172532922085
Imagen,1.792119877846092,3.2256146158727708,59.91600310323033,52.633647084431225,51.527803765612255
Imagen,1.8647837589690162,3.201174943871203,48.109679656306376,44.70061474474124,51.713224635297635
Imagen,1.7761095704124126,3.1507870077652127,31.36351659005902,28.92205525217067,32.06910188305531
Imagen,1.7438596109960067,3.144760637191356,62.64007613473523,54.450196829883716,54.049395467250136
Imagen,1.616675194370403,2.9877938021883104,37.83039621683552,34.829346467485415,37.37223336716
Imagen,1.6311591720084668,2.974175610235079,39.5623156652903,36.215903433927714,38.50675519217546
Imagen,1.6312408670011003,3.006598046641045,36.90439218378289,34.16418908522801,36.39988992910487
Imagen,1.6145582068927122,3.0047607032053745,32.483968165203606,29.730890779003193,32.843709482115194
Imagen,1.602194588481762,3.0539074230178884,36.582431569711105,34.36930195776908,34.67376457968769
Imagen,1.6857008525501942,3.111122702673776,31.24392090645332,28.457167713072593,31.382650656767687
Imagen,1.6883224232994731,3.0933152867495326,32.99202308522131,30.716618979588457,33.86506145998895
Imagen,1.6346254674030751,3.119193247018202,34.6175204178474,31.979481901299255,35.11884791209966
Imagen,1.7224098785456405,3.1731694845296015,35.69259746896662,33.185812266577436,34.17026306410672
Imagen,1.777456959771827,3.1816453500965243,62.57559241039591,55.66034806368684,56.01168742991817
Imagen,1.7701938704948454,3.1690555827904325,56.34624110534599,49.09926779393115,49.0214629911343
Imagen,1.7624367232057752,3.1578961672181514,57.054964036817964,48.841190449276226,48.948611324560254
Imagen,1.7764706829978596,3.217881613725169,55.85962882180358,47.99486758801729,45.04326165843113
Imagen,1.768876223522006,3.217759897092979,59.806907274419395,52.0014034883107,49.39172532922085
Imagen,1.792119877846092,3.2256146158727708,59.91600310323033,52.633647084431225,51.527803765612255
Imagen,1.8647837589690162,3.201174943871203,48.109679656306376,44.70061474474124,51.713224635297635
Imagen,1.7761095704124126,3.1507870077652127,31.36351659005902,28.92205525217067,32.06910188305531
Imagen,1.7438596109960067,3.144760637191356,62.64007613473523,54.450196829883716,54.049395467250136
Imagen,1.616675194370403,2.9877938021883104,37.83039621683552,34.829346467485415,37.37223336716
Imagen,1.6311591720084668,2.974175610235079,39.5623156652903,36.215903433927714,38.50675519217546
Imagen,1.6312408670011003,3.006598046641045,36.90439218378289,34.16418908522801,36.39988992910487
Imagen,1.6145582068927122,3.0047607032053745,32.483968165203606,29.730890779003193,32.843709482115194
Imagen,1.602194588481762,3.0539074230178884,36.582431569711105,34.36930195776908,34.67376457968769
Imagen,1.6857008525501942,3.111122702673776,31.24392090645332,28.457167713072593,31.382650656767687
Imagen,1.6883224232994731,3.0933152867495326,32.99202308522131,30.716618979588457,33.86506145998895
Imagen,1.6346254674030751,3.119193247018202,34.6175204178474,31.979481901299255,35.11884791209966
Imagen,1.7224098785456405,3.1731694845296015,35.69259746896662,33.185812266577436,34.17026306410672
Imagen,1.777456959771827,3.1816453500965243,62.57559241039591,55.66034806368684,56.01168742991817
Imagen,1.7701938704948454,3.1690555827904325,56.34624110534599,49.09926779393115,49.0214629911343
Imagen,1.7624367232057752,3.1578961672181514,57.054964036817964,48.841190449276226,48.948611324560254
Imagen,1.7764706829978596,3.217881613725169,55.85962882180358,47.99486758801729,45.04326165843113
Imagen,1.768876223522006,3.217759897092979,59.806907274419395,52.0014034883107,49.39172532922085
Imagen,1.792119877846092,3.2256146158727708,59.91600310323033,52.633647084431225,51.527803765612255
Imagen,1.8647837589690162,3.201174943871203,48.109679656306376,44.70061474474124,51.713224635297635
Imagen,1.7761095704124126,3.1507870077652127,31.36351659005902,28.92205525217067,32.06910188305531
Imagen,1.7438596109960067,3.144760637191356,62.64007613473523,54.450196829883716,54.049395467250136
Imagen,1.616675194370403,2.9877938021883104,37.83039621683552,34.829346467485415,37.37223336716
Imagen,1.6311591720084668,2.974175610235079,39.5623156652903,36.215903433927714,38.50675519217546
Imagen,1.6312408670011003,3.006598046641045,36.90439218378289,34.16418908522801,36.39988992910487
Imagen,1.6145582068927122,3.0047607032053745,32.483968165203606,29.730890779003193,32.843709482115194
Imagen,1.602194588481762,3.0539074230178884,36.582431569711105,34.36930195776908,34.67376457968769
Imagen,1.6857008525501942,3.111122702673776,31.24392090645332,28.457167713072593,31.382650656767687
Imagen,1.6883224232994731,3.0933152867495326,32.99202308522131,30.716618979588457,33.86506145998895
Imagen,1.6346254674030751,3.119193247018202,34.6175204178474,31.979481901299255,35.11884791209966
Imagen,1.7224098785456405,3.1731694845296015,35.69259746896662,33.185812266577436,34.17026306410672
Imagen,1.777456959771827,3.1816453500965243,62.57559241039591,55.66034806368684,56.01168742991817
Imagen,1.7701938704948454,3.1690555827904325,56.34624110534599,49.09926779393115,49.0214629911343
Imagen,1.7624367232057752,3.1578961672181514,57.054964036817964,48.841190449276226,48.948611324560254
Imagen,1.7764706829978596,3.217881613725169,55.85962882180358,47.99486758801729,45.04326165843113
Imagen,1.768876223522006,3.217759897092979,59.806907274419395,52.0014034883107,49.39172532922085
Imagen,1.792119877846092,3.2256146158727708,59.91600310323033,52.633647084431225,51.527803765612255
Imagen,1.8647837589690162,3.201174943871203,48.109679656306376,44.70061474474124,51.713224635297635
Imagen,1.7761095704124126,3.1507870077652127,31.36351659005902,28.92205525217067,32.06910188305531
Imagen,1.7438596109960067,3.144760637191356,62.64007613473523,54.450196829883716,54.049395467250136
Imagen,1.616675194370403,2.9877938021883104,37.83039621683552,34.829346467485415,37.37223336716
Imagen,1.6311591720084668,2.974175610235079,39.5623156652903,36.215903433927714,38.50675519217546
Imagen,1.6312408670011003,3.006598046641045,36.90439218378289,34.16418908522801,36.39988992910487
Imagen,1.6145582068927122,3.0047607032053745,32.483968165203606,29.730890779003193,32.843709482115194
Imagen,1.602194588481762,3.0539074230178884,36.582431569711105,34.36930195776908,34.67376457968769
Imagen,1.6857008525501942,3.111122702673776,31.24392090645332,28.457167713072593,31.382650656767687
Imagen,1.6883224232994731,3.0933152867495326,32.99202308522131,30.716618979588457,33.86506145998895
Imagen,1.6346254674030751,3.119193247018202,34.6175204178474,31.979481901299255,35.11884791209966
Imagen,1.7224098785456405,3.1731694845296015,35.69259746896662,33.185812266577436,34.17026306410672
Imagen,1.777456959771827,3.1816453500965243,62.57559241039591,55.66034806368684,56.01168742991817
Imagen,1.7701938704948454,3.1690555827904325,56.34624110534599,49.09926779393115,49.0214629911343
Imagen,1.7624367232057752,3.1578961672181514,57.054964036817964,48.841190449276226,48.948611324560254
Imagen,1.7764706829978596,3.217881613725169,55.85962882180358,47.99486758801729,45.04326165843113
Imagen,1.768876223522006,3.217759897092979,59.806907274419395,52.0014034883107,49.39172532922085
Imagen,1.792119877846092,3.2256146158727708,59.91600310323033,52.633647084431225,51.527803765612255
Imagen,1.8647837589690162,3.201174943871203,48.109679656306376,44.70061474474124,51.713224635297635
Imagen,1.7761095704124126,3.1507870077652127,31.36351659005902,28.92205525217067,32.06910188305531
Imagen,1.087458612403758,2.9402466692473976,45.02882371837563,113.34058966865416,214.14402770486794
Imagen,1.1359430821740542,2.802201760786984,18.01824545783259,88.15728165909154,199.6651879269521
Imagen,1.1575691647404605,3.4045035716000402,23.766024829820434,94.28230550670925,205.31664843641678
Imagen,1.159698193099328,3.4002845217972775,14.414352005215441,90.22072431390528,215.74024732713028
Imagen,0.9238548796444418,2.20019700046999,23.84289667016506,81.81156590232061,209.30304678306777
Imagen,0.8966299551079155,2.129005439307648,20.57908684116904,80.20038038721039,211.24099710275567
Imagen,0.8482141718838929,2.096915112697211,11.383947215568432,78.53316788195028,205.25395787230164
Imagen,0.9411057458623482,2.29077765916045,10.20793657627933,76.86154217446283,203.72063242432347
