Nombre,Hu2,Hu4,Hu6,Mean_B,Mean_G,Mean_R
Imagen,0.8889382902103341,2.9437799765560633,3.603910238244869,7.454564488985476,40.0767615834277,80.4616917753496,152.2147223483564
Imagen,-0.45294352890237743,0.49170598485371203,0.27837015778952,1.771073916073259,103.62932285368804,120.21118500604595,161.96801692865782
Imagen,-0.20517259434454438,0.28771626594157007,1.6979552534359776,2.7307282500434713,59.585055581904534,79.15091900179968,108.3454329281366
Imagen,0.8625568441685121,2.693841656954193,3.3324306788149465,6.921943387032589,9.57403644295099,53.410135072277285,130.1980197021035
Imagen,1.08880193158452,2.8262126420471585,3.6420026930906206,-8.110921374444905,10.265394775300923,54.61825117075151,128.13198911849352
Imagen,1.7438596109960067,3.144760637191356,4.6707797933070765,-8.576054083917942,37.649457075683245,33.14848840387348,32.88286696655478
Imagen,1.777456959771827,3.1816453500965243,4.764765883443609,-8.635956092257501,37.67576013797676,33.88117154488629,34.04007867366699
Imagen,1.7701938704948454,3.169055582790433,4.737528413737638,-8.627810491300568,33.766461010489145,29.7720155765332,29.704607457542657
Imagen,1.762436723205775,3.1578961672181514,4.713113249772528,-8.621036362246134,34.23847977920397,29.69788259859551,29.72643976563919
Imagen,1.7764706829978596,3.217881613725169,4.796360221247365,-8.120861582620346,33.58743051266214,29.246902987955526,27.560133570105002
Imagen,1.768876223522006,3.217759897092979,4.7923323042236285,-8.122600134145713,36.09665865761583,31.797104921192673,30.303100676842284
Imagen,1.7921198778460918,3.2256146158727708,4.8293517915028055,-8.136657704090753,35.938182014244106,31.923250963269453,31.30784683940783
Imagen,1.8647837589690162,3.201174943871203,4.886954009859793,-9.621545234227966,29.813929622059298,27.993895893523703,31.844440093152055
Imagen,1.7761095704124126,3.1507870077652127,4.736990304585045,9.340376157055331,19.208577906517693,17.95459091932817,19.74738721719451
Imagen,1.616675194370403,2.9877938021883104,4.306405939936111,8.19634706700716,22.95376209960037,21.420985074114718,22.809188992374068
Imagen,1.6311591720084668,2.974175610235079,4.31928353230501,8.084163416070792,24.16409958269985,22.427704679242556,23.67797005041167
Imagen,1.6312408670011003,3.006598046641045,4.349564334355244,8.006881500970588,22.675128711933816,21.311699470949566,22.552772484643334
Imagen,1.6145582068927122,3.0047607032053745,4.333453298115772,8.021150103598519,19.696892961754497,18.29117349941485,20.019602482203133
Imagen,1.602194588481762,3.0539074230178884,4.375168840678674,7.754687037986181,22.30005447930434,21.211656579197673,21.353532838471356
Imagen,1.6857008525501942,3.111122702673776,4.546770025778452,9.21793357875606,19.160652903692686,17.707372638886095,19.340413603947084
Imagen,1.6883224232994731,3.0933152867495326,4.536213812628585,8.296475412838145,20.197639627528588,19.0507329573527,20.802646416140743
Imagen,1.6346254674030751,3.119193247018202,4.493203540941566,8.27546121630103,21.19316252740202,19.823886041009462,21.548528310966155
Imagen,1.7224098785456405,3.1731694845296015,4.701552464152984,8.242677638232092,21.701529825015236,20.469856549468886,20.99347875446108
Imagen,1.329606466576922,2.9877531422287222,-4.851587867935448,-7.529318457840803,35.01568402252767,31.57370313978993,72.87055105692855
Imagen,1.3510601008487528,3.2559695631789496,5.527309964689225,7.759864995498144,39.11725104748564,32.07518999531956,70.36332851821048
Imagen,1.328163231854827,3.1539612278179154,4.908203765366902,7.516342253846501,38.86347751129531,31.846901858205662,73.04868447871726
Imagen,1.4262347810995442,3.3432081699699197,-5.176879157229719,-8.764088984536492,33.15683925930109,28.030810276895213,70.50279926805902
Imagen,1.3105899585245269,3.4103530042928387,5.408097437131947,-8.032196992486123,35.69140546025723,31.388767282001837,69.99964619523803
Imagen,1.4054962543687548,3.2482638375557102,-5.168891137905391,8.090092290508911,34.168195081504294,30.01698512902247,76.2043789058658
Imagen,1.4421801716154683,3.3082467125592157,-5.428023950221165,8.094528756679647,36.888676426005844,27.319313072288505,80.32220732038738
Imagen,1.3792410930996173,3.23138753938078,5.241637966407854,7.708896801227852,54.26532255784672,38.47835418915285,89.82527286051767
Imagen,1.3253794078147214,3.1888331249121737,4.943427673040296,7.581566478862521,59.37879123702081,41.95113746430491,95.35070353131441
Imagen,1.3689859959222996,3.205395981599557,5.1863410245013455,7.652084589786953,54.356333874755144,38.756062859680505,90.00756773856018
Imagen,1.4182221331154155,3.2055048421875205,-5.376639731992028,7.843943778978264,52.32742131861446,38.430599745766045,90.8149304208435
Imagen,1.3483215816447407,3.7286748819715827,-5.5779880825265,-9.077804243661078,47.93730562880418,31.051693758570895,82.05886607083042
Imagen,1.298177604576055,3.8551867941846916,-6.1085552982178895,-9.058332665643485,47.402183577693734,30.123785466413075,80.72408303455144
Imagen,1.4339964061436095,5.1606762442070435,6.3937669674992215,12.167345627266215,43.3533061675549,31.974558818891914,84.60460355741901
Imagen,1.8308255926439807,4.2265471456479835,-7.406924326924776,-10.071759488611336,44.956751018904754,83.27957180260401,106.19086890225113
Imagen,1.8332062538372393,4.217071585089247,-8.417781228602005,-10.041026378474083,44.6636549985897,82.96928098561489,106.57455990177638
Imagen,1.8798330799448426,4.525698929688243,6.5370807320691675,10.683935336920602,58.18645497728843,91.106661857397,105.69857931495855
Imagen,1.8643159137675966,4.362324282177561,-7.145478567526804,-10.392164362287557,48.73986915037032,83.75167298656855,100.57087105944332
Imagen,1.7886245346913268,4.027449199350919,-6.275479375629217,10.262942509036298,55.45119433066663,88.58304141878295,123.05095580222896
Imagen,1.7582857558458533,3.7374176667039323,-5.870336516282356,10.343236237163307,48.76791530270898,81.32507282867589,103.1832010053069
Imagen,1.8070049576546283,4.086464478677472,-6.350702412011592,10.40185312984766,51.242782505367394,83.61157399521234,102.54350411082227
Imagen,1.78138336380646,3.928259913204104,-6.112869783047367,10.540076656896353,47.764442791790316,82.40808871348058,104.23095619783865
Imagen,1.9079608153676537,4.388151420689159,-7.493062295222949,-10.444653699651628,41.318004516967264,83.79784531355699,109.15936948577442
Imagen,1.9147652046085009,4.3946177141006055,-7.277708010570307,-10.466503201771008,34.434315722399546,85.89434997050822,121.13213099414901
Imagen,1.8893954471611796,4.387953569576627,-7.310134787057985,-10.445811148448671,39.42514088275753,81.85750530667366,106.82860036706737
Imagen,1.8483466511702942,3.340870729273384,-5.4853617243080395,-8.864814759948773,37.468179407896095,78.52251757786945,110.01673771270772
Imagen,1.818009683512809,3.301718243665677,-5.396076712120554,-9.656300168900266,45.6415409339509,75.69587877991994,96.43385348662733
Imagen,1.809416177907649,3.2920506946515227,-5.396392752040993,-8.78226941714226,46.09180019554482,77.65139287871685,99.03141172147942
Imagen,1.644877963873638,3.9170395119316965,6.514211646981655,9.269602023252443,60.03664188471566,90.86274983103216,112.52008303562808
Imagen,1.6115554395030418,4.412752944028549,-6.412482954495356,-10.89050993489043,57.833354913893565,88.03858604169365,109.46527687858777
Imagen,1.797523680748762,4.098641667826899,-6.234135606266351,-10.217583275310826,47.38913720169207,75.24902226833746,95.45937425173597
Imagen,1.087458612403758,2.9402466692473976,3.7573130823819305,8.497744700949328,30.34784025824447,69.63089844943626,127.36452115865268
Imagen,1.1428094043957968,3.5732832018390743,4.528941463823001,-8.78527404979881,21.20495223832625,56.104620052309144,114.09319398356554
Imagen,1.2076736812259647,3.1407577010793877,4.1373434635887,-8.055693221672177,14.586692568545326,55.04080911061722,128.4508797173546
Imagen,1.2055263591890026,3.1607237967411415,4.162270413322103,-8.09841709823381,14.020550228747478,53.545610579802315,128.5140983768499
Imagen,1.1459739399173163,2.7477264620320043,3.617971947808608,-8.492132587015243,25.37213633365384,59.7014370428225,112.95109164716808
Imagen,1.1055372912538748,2.7365422936798676,3.570755928801967,-7.708843516467581,22.062308525350197,52.07932040697944,98.63657477353884
Imagen,1.08880193158452,2.8262126420471585,3.6420026930906206,-8.110921374444905,10.265394775300923,54.61825117075151,128.13198911849352
Imagen,1.09150221434778,2.8321371283833283,3.6507782281145,-8.061543152151764,10.902089485229974,55.61800508820406,128.18093967521637
Imagen,1.136194335996239,2.8009622089325457,3.6682477524400996,-7.633130521032243,11.515029648329714,53.2054010904828,120.2999414798219
Imagen,1.1359430821740542,2.802201760786984,3.6690320248150132,-7.63563127426873,13.887217584690573,54.44580794786957,118.49602645401846
Imagen,1.1575691647404605,3.4045035716000402,4.36593585307529,-8.440690354539466,17.443608004877053,58.14772774790756,121.81530812790373
Imagen,1.1596981930993282,3.4002845217972775,4.342773942848218,-8.567300450523152,11.516372900550607,56.00798482009641,129.08045066222152
Imagen,0.9238548796444418,2.2001970004699896,2.8484512634067403,6.719924602033117,17.942491704565935,51.87265952146212,126.05725174654667
Imagen,0.8966299551079155,2.129005439307648,2.7529004565233777,7.311716702991731,15.765501613463579,50.7503967148567,127.08691941654486
Imagen,0.8482141718838929,2.096915112697211,2.6791176091236535,6.942288288372932,9.157418430388011,48.54108602671864,122.15045435125937
Imagen,0.9411057458623482,2.29077765916045,2.9562466934372997,-7.162315193213383,8.400884007197147,47.51373485675956,121.38390748856752
Imagen,0.9603466500254557,2.5397550734474046,3.24573626845097,-7.400652333786448,11.249677825277756,52.83618750898594,126.09440477807865
Imagen,0.9631677056484749,2.52839388430476,3.233221104106284,-7.672968255569383,17.435089895801863,55.147241738392616,116.22144675353059
Imagen,0.7391291987679396,2.5765630929800816,3.2372796636928465,-6.396876337423573,22.39344821287219,51.31075408181905,121.19258531154043
Imagen,0.8625568441685121,2.693841656954193,3.3324306788149465,6.921943387032589,9.57403644295099,53.410135072277285,130.1980197021035
Imagen,0.9166997001807056,2.726122016404169,3.3994000947119414,7.049945587073461,48.92548763450117,62.60042030998847,120.38282117636852
Imagen,0.8659377622570913,2.706436950918564,3.3457130040572545,6.955467943313617,36.55656562802332,57.042112217615895,116.77334189114092
Imagen,1.157169350628449,3.4447440099342104,4.39501039492827,9.140385490337671,10.492416844345618,49.542799780054835,121.23902020270005
Imagen,0.9088351885388658,2.0773089897057186,2.7123546344238085,6.602480656717754,44.65375788896471,59.848397815155934,120.13599043688502
Imagen,0.9385788923733829,2.2010059607831276,2.8672162017943603,6.693071851772838,40.51293009212066,57.60771118070819,119.21454964880064
Imagen,-0.9274321315587555,-1.4894411321622136,-1.8466239894734244,1.9448656012872259,141.59772707873526,146.207855235401,155.2081234986404
Imagen,1.8640747272495901,3.3285760779172575,5.481415812615823,-8.030338056646574,31.56095907628605,33.199972320215565,37.59732070984525
Imagen,1.5163262440747192,2.8312858170522084,4.042962560953698,7.645497064361163,31.51268695152098,32.84816306922682,33.667116779695334
Imagen,1.4900790459356148,2.939680548664184,4.104963337112869,-8.659622936364386,32.332990846019214,33.704433447915484,34.28885699056061
Imagen,-0.2128027403316369,0.6893666832769669,-0.8209449715695218,0.6780056937006836,111.02467213252748,162.30130136870991,174.81367531439923
Imagen,1.546985160577839,3.0632687020685863,4.353607300275473,-8.659564668157541,45.99035206486498,43.990904219785655,43.663110840823066
Imagen,1.5954933696836366,3.0657695696336025,4.431972424218348,8.877995202679406,45.91688296640646,45.25083279422982,43.29514929729284
Imagen,1.8517867234706176,3.3253079089002147,5.2210341936659255,-8.026206846389837,32.62668110055787,30.15416695200819,34.35643282709358
Imagen,1.6741249565000107,2.9806975524246884,4.98622020728371,7.160312698864773,36.72004061762904,34.76546058729366,42.51199398040893
Imagen,1.6916720870818311,2.99135468272531,4.937689252301065,7.184737575643722,39.33928484401217,37.81864282581301,44.695321583480116
Imagen,1.7308683377959773,3.0507683652592528,4.849050045169706,7.307496206876554,37.61642190329967,36.30037712343143,43.71610159042149
Imagen,1.873530935582323,3.3209724325723515,5.58691696300731,-8.056269311952207,34.79634789609331,32.257546688135285,36.696285337390066
Imagen,1.867827377840078,3.3256319448192433,5.544912093694705,-8.042930720472434,31.872788320962414,30.049404207929935,33.54557769751391
Imagen,1.696651860997711,3.0141539373995814,4.7183517095109915,7.201988074169952,35.913399713582194,34.38525478032777,40.99382137612065
Imagen,1.5000841139740628,2.8297048855198215,4.025038222161854,7.585243862232684,32.072529096782105,34.08218945617686,35.09202392242915
Imagen,1.5000841139740628,2.8297048855198215,4.025038222161854,7.585243862232684,32.072529096782105,34.08218945617686,35.09202392242915
Imagen,1.5709782824415144,2.854274658473709,4.121817183114877,-8.684075447288015,28.707815332240244,30.354586534919264,31.075011526867833
Imagen,1.520042461807381,2.8913189444242624,4.088263438793283,-7.737823365121656,36.19413620843793,37.64461335394567,37.79242848945928
Imagen,1.5586532128365538,2.90874903151837,4.1653308403540255,-8.262950734159684,35.348625907184896,36.76112384562739,36.905245638063
Imagen,1.4724024315862183,2.909014070164968,4.060035420361674,-7.999371670291292,32.343593414459555,34.609796315291895,35.28524878626348
Imagen,1.5480600271357032,2.9075417596742463,4.148572659063411,-7.8907640257315395,36.212019880992706,37.68510070618042,38.19686891180633
Imagen,0.405729724490666,1.218271531808714,-2.973535856653591,3.46860650753316,134.92065588202928,147.07323649169143,162.06495543083525
Imagen,0.9070077378523775,2.684785160524136,2.768450048933575,6.013283780212986,87.7226786158825,118.39659226066993,134.25624429507926
Imagen,-0.0046693106560202,-0.3876259822850433,-0.6003105683624088,0.7919949552980197,100.19612699505399,158.25778379713117,172.26989816151988
Imagen,0.07144550532647144,-0.1647676315249503,-0.4807889156368992,-0.5655313836609493,102.54440726315212,168.14615447912666,181.90980717537988
Imagen,-0.609916842824363,-0.5458871773350038,-0.8625597563295895,-1.1066613542926615,107.23283311146074,143.7567469442091,154.18761950865303
Imagen,-0.5961262379050178,-0.4101442603141937,-0.8269564393306306,1.4277229033623005,108.32251889168766,146.21192695214106,158.09399244332494
Imagen,0.290396895099035,0.09358752166045285,0.2575817623537535,-1.2339672647847972,110.82889966031831,169.967367657723,181.97193127852265
Imagen,0.2526783943943726,0.470798570267735,0.7316681861746528,-2.490584968719163,97.55179414471927,134.2116600849194,143.13746325603492
Imagen,0.2830095288108969,2.2211850560711084,1.6267986543619453,3.6030101018706224,96.72371398004104,128.95763669482034,138.6306740596163
Imagen,1.679319180050745,2.9865114518426257,4.9031711718714055,7.1647820458606315,37.519522738371414,36.09284878623656,42.806991574432196
Imagen,2.9042926152735107,4.013725481001296,-7.395523821633363,-11.141255543659554,144.11800903348464,139.08528936962477,161.16626449098058
Imagen,1.1029432191013067,2.716093196765551,4.390630536647846,-6.611488109305642,130.24982615644882,125.193552739463,136.2664788118442
Imagen,-1.7614992242910554,-1.678237372614213,-1.0507943400806181,2.3076527081578333,128.36193108895253,130.79494520683187,135.93878961397968
Imagen,0.20323582007498622,-0.4398980677995899,-0.3921871131851048,-1.010684540386677,84.56811375347591,103.38233462837695,111.43844222875222
Imagen,-1.1096542726588097,-1.1281590954170408,0.607426269398728,1.1653584098888778,39.50326836581709,44.14900949525237,50.25331334332833
Imagen,-0.20962784072299842,0.6706845861285604,-0.2128415756698587,0.6485520559849637,52.73250751855981,71.14311289406717,84.4984463395655
Imagen,1.634142188148755,2.932381812360028,4.359594711070992,7.428634489984971,30.864939485313666,37.39007363935407,45.013223829578685
Imagen,1.4879529550522748,2.828091045639172,4.001072250548954,-8.581003210721802,39.19147887795016,44.23351352813477,46.40878510883515
Imagen,-0.11567424637857866,-0.7427729485085462,-0.8031176198927046,-0.3594294322471649,60.727712256134865,99.24178335939094,113.26643044887047
Imagen,1.7942598710251232,3.0392528163648254,4.450680903370314,7.506332371821077,76.87261500481166,74.03565902356695,73.80824390058412
Imagen,1.7474302622496032,2.4370707163934866,4.062415175569264,-6.689501144326861,101.98098570652321,100.70725348666033,149.1200185749685
Imagen,1.884806019200723,3.6777979142138673,5.190695190583724,-8.870401496880795,111.94178775518346,105.7667600801827,135.38607972394811
Imagen,1.8876987869144248,2.9843430623482585,5.502033399113338,-7.311606370709966,48.649887979652874,49.1398128956577,77.1136901298395
Imagen,-0.4257399552925256,0.018957601507548064,-0.8889958702163671,-0.47306557954064343,50.56707437310343,59.37334991181272,81.31668273391541
Imagen,2.1955637444117846,2.8102323526774975,4.232634965771509,-6.1762801356921795,87.72655024699074,93.28221834316268,97.05022424316437
Imagen,1.087458612403758,2.9402466692473976,3.7573130823819305,8.497744700949328,30.34784025824447,69.63089844943626,127.36452115865268
Imagen,1.1428094043957968,3.5732832018390743,4.528941463823001,-8.78527404979881,21.20495223832625,56.104620052309144,114.09319398356554
Imagen,1.2076736812259647,3.1407577010793877,4.1373434635887,-8.055693221672177,14.586692568545326,55.04080911061722,128.4508797173546
Imagen,1.2055263591890026,3.1607237967411415,4.162270413322103,-8.09841709823381,14.020550228747478,53.545610579802315,128.5140983768499
Imagen,1.1459739399173163,2.7477264620320043,3.617971947808608,-8.492132587015243,25.37213633365384,59.7014370428225,112.95109164716808
Imagen,1.1055372912538748,2.7365422936798676,3.570755928801967,-7.708843516467581,22.062308525350197,52.07932040697944,98.63657477353884
Imagen,1.08880193158452,2.8262126420471585,3.6420026930906206,-8.110921374444905,10.265394775300923,54.61825117075151,128.13198911849352
Imagen,1.09150221434778,2.8321371283833283,3.6507782281145,-8.061543152151764,10.902089485229974,55.61800508820406,128.18093967521637
Imagen,1.136194335996239,2.8009622089325457,3.6682477524400996,-7.633130521032243,11.515029648329714,53.2054010904828,120.2999414798219
Imagen,1.1359430821740542,2.802201760786984,3.6690320248150132,-7.63563127426873,13.887217584690573,54.44580794786957,118.49602645401846
Imagen,1.1575691647404605,3.4045035716000402,4.36593585307529,-8.440690354539466,17.443608004877053,58.14772774790756,121.81530812790373
Imagen,1.1596981930993282,3.4002845217972775,4.342773942848218,-8.567300450523152,11.516372900550607,56.00798482009641,129.08045066222152
Imagen,0.9238548796444418,2.2001970004699896,2.8484512634067403,6.719924602033117,17.942491704565935,51.87265952146212,126.05725174654667
Imagen,0.8966299551079155,2.129005439307648,2.7529004565233777,7.311716702991731,15.765501613463579,50.7503967148567,127.08691941654486
Imagen,0.8482141718838929,2.096915112697211,2.6791176091236535,6.942288288372932,9.157418430388011,48.54108602671864,122.15045435125937
Imagen,0.9411057458623482,2.29077765916045,2.9562466934372997,-7.162315193213383,8.400884007197147,47.51373485675956,121.38390748856752
Imagen,0.9603466500254557,2.5397550734474046,3.24573626845097,-7.400652333786448,11.249677825277756,52.83618750898594,126.09440477807865
Imagen,0.9631677056484749,2.52839388430476,3.233221104106284,-7.672968255569383,17.435089895801863,55.147241738392616,116.22144675353059
Imagen,0.7391291987679396,2.5765630929800816,3.2372796636928465,-6.396876337423573,22.39344821287219,51.31075408181905,121.19258531154043
Imagen,0.8625568441685121,2.693841656954193,3.3324306788149465,6.921943387032589,9.57403644295099,53.410135072277285,130.1980197021035
Imagen,0.9166997001807056,2.726122016404169,3.3994000947119414,7.049945587073461,48.92548763450117,62.60042030998847,120.38282117636852
Imagen,0.8659377622570913,2.706436950918564,3.3457130040572545,6.955467943313617,36.55656562802332,57.042112217615895,116.77334189114092
Imagen,1.157169350628449,3.4447440099342104,4.39501039492827,9.140385490337671,10.492416844345618,49.542799780054835,121.23902020270005
Imagen,0.9088351885388658,2.0773089897057186,2.7123546344238085,6.602480656717754,44.65375788896471,59.848397815155934,120.13599043688502
Imagen,0.9385788923733829,2.2010059607831276,2.8672162017943603,6.693071851772838,40.51293009212066,57.60771118070819,119.21454964880064
Imagen,1.329606466576922,2.9877531422287222,-4.851587867935448,-7.529318457840803,35.01568402252767,31.57370313978993,72.87055105692855
Imagen,1.3510601008487528,3.2559695631789496,5.527309964689225,7.759864995498144,39.11725104748564,32.07518999531956,70.36332851821048
Imagen,1.328163231854827,3.1539612278179154,4.908203765366902,7.516342253846501,38.86347751129531,31.846901858205662,73.04868447871726
Imagen,1.4262347810995442,3.3432081699699197,-5.176879157229719,-8.764088984536492,33.15683925930109,28.030810276895213,70.50279926805902
Imagen,1.3105899585245269,3.4103530042928387,5.408097437131947,-8.032196992486123,35.69140546025723,31.388767282001837,69.99964619523803
Imagen,1.4054962543687548,3.2482638375557102,-5.168891137905391,8.090092290508911,34.168195081504294,30.01698512902247,76.2043789058658
Imagen,1.4421801716154683,3.3082467125592157,-5.428023950221165,8.094528756679647,36.888676426005844,27.319313072288505,80.32220732038738
Imagen,1.3792410930996173,3.23138753938078,5.241637966407854,7.708896801227852,54.26532255784672,38.47835418915285,89.82527286051767
Imagen,1.3253794078147214,3.1888331249121737,4.943427673040296,7.581566478862521,59.37879123702081,41.95113746430491,95.35070353131441
Imagen,1.3689859959222996,3.205395981599557,5.1863410245013455,7.652084589786953,54.356333874755144,38.756062859680505,90.00756773856018
Imagen,1.4182221331154155,3.2055048421875205,-5.376639731992028,7.843943778978264,52.32742131861446,38.430599745766045,90.8149304208435
Imagen,1.3483215816447407,3.7286748819715827,-5.5779880825265,-9.077804243661078,47.93730562880418,31.051693758570895,82.05886607083042
Imagen,1.298177604576055,3.8551867941846916,-6.1085552982178895,-9.058332665643485,47.402183577693734,30.123785466413075,80.72408303455144
Imagen,1.4339964061436095,5.1606762442070435,6.3937669674992215,12.167345627266215,43.3533061675549,31.974558818891914,84.60460355741901
Imagen,1.329606466576922,2.9877531422287222,35.01568402252767,31.57370313978993,72.87055105692855
Imagen,1.3510601008487528,3.2559695631789496,39.11725104748564,32.07518999531956,70.36332851821048
Imagen,1.328163231854827,3.1539612278179154,38.86347751129531,31.846901858205662,73.04868447871726
Imagen,1.4262347810995442,3.3432081699699197,33.15683925930109,28.030810276895213,70.50279926805902
Imagen,1.3105899585245269,3.4103530042928387,35.69140546025723,31.388767282001837,69.99964619523803
Imagen,1.4054962543687548,3.2482638375557102,34.168195081504294,30.01698512902247,76.2043789058658
Imagen,1.4421801716154683,3.3082467125592157,36.888676426005844,27.319313072288505,80.32220732038738
Imagen,1.3792410930996173,3.23138753938078,54.26532255784672,38.47835418915285,89.82527286051767
Imagen,1.3253794078147214,3.1888331249121737,59.37879123702081,41.95113746430491,95.35070353131441
Imagen,1.3689859959222996,3.205395981599557,54.356333874755144,38.756062859680505,90.00756773856018
Imagen,1.4182221331154155,3.2055048421875205,52.32742131861446,38.430599745766045,90.8149304208435
Imagen,1.3483215816447407,3.7286748819715827,47.93730562880418,31.051693758570895,82.05886607083042
Imagen,1.298177604576055,3.8551867941846916,47.402183577693734,30.123785466413075,80.72408303455144
Imagen,1.4339964061436095,5.1606762442070435,43.3533061675549,31.974558818891914,84.60460355741901
Imagen,1.8308255926439807,4.2265471456479835,44.956751018904754,83.27957180260401,106.19086890225113
Imagen,1.8332062538372393,4.217071585089247,44.6636549985897,82.96928098561489,106.57455990177638
Imagen,1.8798330799448426,4.525698929688243,58.18645497728843,91.106661857397,105.69857931495855
Imagen,1.8643159137675966,4.362324282177561,48.73986915037032,83.75167298656855,100.57087105944332
Imagen,1.7886245346913268,4.027449199350919,55.45119433066663,88.58304141878295,123.05095580222896
Imagen,1.7582857558458533,3.7374176667039323,48.76791530270898,81.32507282867589,103.1832010053069
Imagen,1.8070049576546283,4.086464478677472,51.242782505367394,83.61157399521234,102.54350411082227
Imagen,1.78138336380646,3.928259913204104,47.764442791790316,82.40808871348058,104.23095619783865
Imagen,1.9079608153676537,4.388151420689159,41.318004516967264,83.79784531355699,109.15936948577442
Imagen,1.9147652046085009,4.3946177141006055,34.434315722399546,85.89434997050822,121.13213099414901
Imagen,1.8893954471611796,4.387953569576627,39.42514088275753,81.85750530667366,106.82860036706737
Imagen,1.8483466511702942,3.340870729273384,37.468179407896095,78.52251757786945,110.01673771270772
Imagen,1.818009683512809,3.301718243665677,45.6415409339509,75.69587877991994,96.43385348662733
Imagen,1.809416177907649,3.2920506946515227,46.09180019554482,77.65139287871685,99.03141172147942
Imagen,1.644877963873638,3.9170395119316965,60.03664188471566,90.86274983103216,112.52008303562808
Imagen,1.6115554395030418,4.412752944028549,57.833354913893565,88.03858604169365,109.46527687858777
Imagen,1.797523680748762,4.098641667826899,47.38913720169207,75.24902226833746,95.45937425173597
Imagen,1.7438596109960067,3.144760637191356,37.649457075683245,33.14848840387348,32.88286696655478
Imagen,1.777456959771827,3.1816453500965243,37.67576013797676,33.88117154488629,34.04007867366699
Imagen,1.7701938704948454,3.169055582790433,33.766461010489145,29.7720155765332,29.704607457542657
Imagen,1.762436723205775,3.1578961672181514,34.23847977920397,29.69788259859551,29.72643976563919
Imagen,1.7764706829978596,3.217881613725169,33.58743051266214,29.246902987955526,27.560133570105002
Imagen,1.768876223522006,3.217759897092979,36.09665865761583,31.797104921192673,30.303100676842284
Imagen,1.7921198778460918,3.2256146158727708,35.938182014244106,31.923250963269453,31.30784683940783
Imagen,1.8647837589690162,3.201174943871203,29.813929622059298,27.993895893523703,31.844440093152055
Imagen,1.7761095704124126,3.1507870077652127,19.208577906517693,17.95459091932817,19.74738721719451
Imagen,1.616675194370403,2.9877938021883104,22.95376209960037,21.420985074114718,22.809188992374068
Imagen,1.6311591720084668,2.974175610235079,24.16409958269985,22.427704679242556,23.67797005041167
Imagen,1.6312408670011003,3.006598046641045,22.675128711933816,21.311699470949566,22.552772484643334
